"i1","i2","i3","i4","target"
14,11,9,7,14
11,9,7,14,12
9,7,14,12,9
7,14,12,9,3
14,12,9,3,11
12,9,3,11,4
9,3,11,4,14
3,11,4,14,10
11,4,14,10,8
4,14,10,8,5
14,10,8,5,7
10,8,5,7,13
8,5,7,13,11
5,7,13,11,8
7,13,11,8,4
13,11,8,4,11
11,8,4,11,8
8,4,11,8,6
4,11,8,6,3
11,8,6,3,14
8,6,3,14,11
6,3,14,11,7
3,14,11,7,2
14,11,7,2,12
11,7,2,12,15
7,2,12,15,13
2,12,15,13,10
12,15,13,10,1
15,13,10,1,16
13,10,1,16,14
10,1,16,14,11
1,16,14,11,0
16,14,11,0,16
14,11,0,16,14
11,0,16,14,11
0,16,14,11,7
16,14,11,7,17
14,11,7,17,15
11,7,17,15,12
7,17,15,12,6
17,15,12,6,16
15,12,6,16,14
12,6,16,14,11
6,16,14,11,7
16,14,11,7,15
14,11,7,15,13
11,7,15,13,11
7,15,13,11,4
15,13,11,4,15
13,11,4,15,13
11,4,15,13,11
4,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,17
14,11,7,17,15
11,7,17,15,12
7,17,15,12,10
17,15,12,10,18
15,12,10,18,16
12,10,18,16,13
10,18,16,13,9
18,16,13,9,17
16,13,9,17,12
13,9,17,12,16
9,17,12,16,13
17,12,16,13,11
12,16,13,11,7
16,13,11,7,10
13,11,7,10,19
11,7,10,19,14
7,10,19,14,9
10,19,14,9,7
19,14,9,7,15
14,9,7,15,19
9,7,15,19,16
7,15,19,16,9
15,19,16,9,6
19,16,9,6,10
16,9,6,10,18
9,6,10,18,16
6,10,18,16,11
10,18,16,11,6
18,16,11,6,9
16,11,6,9,17
11,6,9,17,16
6,9,17,16,14
9,17,16,14,5
17,16,14,5,17
16,14,5,17,17
14,5,17,17,16
5,17,17,16,13
17,17,16,13,6
17,16,13,6,15
16,13,6,15,12
13,6,15,12,16
6,15,12,16,13
15,12,16,13,11
12,16,13,11,2
16,13,11,2,16
13,11,2,16,14
11,2,16,14,11
2,16,14,11,0
16,14,11,0,13
14,11,0,13,15
11,0,13,15,12
0,13,15,12,10
13,15,12,10,3
15,12,10,3,11
12,10,3,11,14
10,3,11,14,12
3,11,14,12,9
11,14,12,9,3
14,12,9,3,13
12,9,3,13,11
9,3,13,11,8
3,13,11,8,4
13,11,8,4,11
11,8,4,11,8
8,4,11,8,6
4,11,8,6,12
11,8,6,12,3
8,6,12,3,13
6,12,3,13,11
12,3,13,11,9
3,13,11,9,2
13,11,9,2,12
11,9,2,12,3
9,2,12,3,13
2,12,3,13,13
12,3,13,13,9
3,13,13,9,4
13,13,9,4,2
13,9,4,2,14
9,4,2,14,13
4,2,14,13,9
2,14,13,9,5
14,13,9,5,12
13,9,5,12,13
9,5,12,13,12
5,12,13,12,8
12,13,12,8,6
13,12,8,6,11
12,8,6,11,-1
8,6,11,-1,12
6,11,-1,12,11
11,-1,12,11,9
-1,12,11,9,0
12,11,9,0,10
11,9,0,10,9
9,0,10,9,10
0,10,9,10,6
10,9,10,6,1
9,10,6,1,11
10,6,1,11,9
6,1,11,9,6
1,11,9,6,2
11,9,6,2,18
9,6,2,18,16
6,2,18,16,13
2,18,16,13,2
18,16,13,2,17
16,13,2,17,15
13,2,17,15,12
2,17,15,12,-1
17,15,12,-1,6
15,12,-1,6,16
12,-1,6,16,14
-1,6,16,14,11
6,16,14,11,7
16,14,11,7,15
14,11,7,15,15
11,7,15,15,14
7,15,15,14,12
15,15,14,12,3
15,14,12,3,13
14,12,3,13,11
12,3,13,11,4
3,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
