"i1","i2","i3","i4","target"
14,12,9,5,10
12,9,5,10,14
9,5,10,14,11
5,10,14,11,11
10,14,11,11,9
14,11,11,9,12
11,11,9,12,18
11,9,12,18,13
9,12,18,13,10
12,18,13,10,8
18,13,10,8,14
13,10,8,14,9
10,8,14,9,7
8,14,9,7,18
14,9,7,18,15
9,7,18,15,8
7,18,15,8,6
18,15,8,6,17
15,8,6,17,11
8,6,17,11,7
6,17,11,7,7
17,11,7,7,16
11,7,7,16,15
7,7,16,15,10
7,16,15,10,8
16,15,10,8,7
15,10,8,7,5
10,8,7,5,16
8,7,5,16,11
7,5,16,11,7
5,16,11,7,5
16,11,7,5,5
11,7,5,5,4
7,5,5,4,17
5,5,4,17,10
5,4,17,10,7
4,17,10,7,5
17,10,7,5,16
10,7,5,16,14
7,5,16,14,3
5,16,14,3,15
16,14,3,15,13
14,3,15,13,11
3,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,0
14,11,9,0,14
11,9,0,14,12
9,0,14,12,7
0,14,12,7,3
14,12,7,3,15
12,7,3,15,12
7,3,15,12,7
3,15,12,7,3
15,12,7,3,4
12,7,3,4,16
7,3,4,16,11
3,4,16,11,6
4,16,11,6,9
16,11,6,9,4
11,6,9,4,17
6,9,4,17,13
9,4,17,13,8
4,17,13,8,4
17,13,8,4,12
13,8,4,12,7
8,4,12,7,5
4,12,7,5,15
12,7,5,15,11
7,5,15,11,8
5,15,11,8,6
15,11,8,6,10
11,8,6,10,7
8,6,10,7,18
6,10,7,18,11
10,7,18,11,8
7,18,11,8,6
18,11,8,6,12
11,8,6,12,13
8,6,12,13,11
6,12,13,11,4
12,13,11,4,19
13,11,4,19,14
11,4,19,14,8
4,19,14,8,12
19,14,8,12,10
14,8,12,10,1
8,12,10,1,18
12,10,1,18,13
10,1,18,13,11
1,18,13,11,4
18,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,6
14,11,7,6,16
11,7,6,16,14
7,6,16,14,12
6,16,14,12,5
16,14,12,5,17
14,12,5,17,4
12,5,17,4,18
5,17,4,18,14
17,4,18,14,12
4,18,14,12,3
18,14,12,3,2
14,12,3,2,17
12,3,2,17,15
3,2,17,15,12
2,17,15,12,1
17,15,12,1,14
15,12,1,14,16
12,1,14,16,13
1,14,16,13,11
14,16,13,11,4
16,13,11,4,15
13,11,4,15,12
11,4,15,12,3
4,15,12,3,14
15,12,3,14,11
12,3,14,11,11
3,14,11,11,2
14,11,11,2,15
11,11,2,15,12
11,2,15,12,10
2,15,12,10,1
15,12,10,1,13
12,10,1,13,16
10,1,13,16,14
1,13,16,14,9
13,16,14,9,0
16,14,9,0,12
14,9,0,12,10
9,0,12,10,15
0,12,10,15,13
12,10,15,13,11
10,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,0
16,14,11,0,13
14,11,0,13,14
11,0,13,14,12
0,13,14,12,10
13,14,12,10,3
14,12,10,3,9
12,10,3,9,4
10,3,9,4,15
3,9,4,15,10
9,4,15,10,3
4,15,10,3,16
15,10,3,16,13
10,3,16,13,11
3,16,13,11,2
16,13,11,2,14
13,11,2,14,17
11,2,14,17,15
2,14,17,15,12
14,17,15,12,1
17,15,12,1,16
15,12,1,16,14
12,1,16,14,12
1,16,14,12,5
16,14,12,5,11
14,12,5,11,15
12,5,11,15,15
5,11,15,15,10
11,15,15,10,5
15,15,10,5,14
15,10,5,14,5
10,5,14,5,16
5,14,5,16,12
14,5,16,12,11
5,16,12,11,4
16,12,11,4,17
12,11,4,17,12
11,4,17,12,7
4,17,12,7,3
17,12,7,3,16
12,7,3,16,11
7,3,16,11,7
3,16,11,7,0
16,11,7,0,14
11,7,0,14,15
7,0,14,15,14
0,14,15,14,8
14,15,14,8,4
15,14,8,4,13
14,8,4,13,14
8,4,13,14,9
4,13,14,9,12
13,14,9,12,10
14,9,12,10,18
9,12,10,18,13
12,10,18,13,11
10,18,13,11,4
18,13,11,4,14
13,11,4,14,5
11,4,14,5,15
4,14,5,15,6
14,5,15,6,17
5,15,6,17,4
15,6,17,4,16
6,17,4,16,15
17,4,16,15,11
4,16,15,11,7
16,15,11,7,11
15,11,7,11,9
11,7,11,9,6
7,11,9,6,17
11,9,6,17,14
9,6,17,14,7
6,17,14,7,5
17,14,7,5,16
14,7,5,16,9
7,5,16,9,4
5,16,9,4,15
16,9,4,15,12
9,4,15,12,3
4,15,12,3,10
15,12,3,10,1
12,3,10,1,13
3,10,1,13,8
10,1,13,8,4
1,13,8,4,11
13,8,4,11,14
8,4,11,14,11
4,11,14,11,9
